"round.roundNumber","venue.name","home.team.club.name","away.team.club.name","player.jumperNumber","player.player.position","player.player.player.givenName","player.player.player.surname","player.player.player.playerId"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",25,"INT","James","Peatling","CD_I1006013"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",33,"SUB","Brodie","Smith","CD_I291748"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",14,"R","Jake","Soligo","CD_I1017109"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",19,"FPL","Zac","Taylor","CD_I1017065"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",7,"CHF","Riley","Thilthorpe","CD_I1008384"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",13,"FF","Taylor","Walker","CD_I280506"
24,"Marvel Stadium","North Melbourne","Adelaide Crows",24,"BPL","Josh","Worrell","CD_I1011981"
24,"MCG","Richmond","Geelong Cats",34,"FPL","Harry","Armstrong","CD_I1028525"
24,"MCG","Richmond","Geelong Cats",21,"INT","Noah","Balta","CD_I1002245"
24,"MCG","Richmond","Geelong Cats",41,"CHB","Sam","Banks","CD_I1013197"
24,"MCG","Richmond","Geelong Cats",35,"HBFL","Nathan","Broad","CD_I295203"
24,"MCG","Richmond","Geelong Cats",30,"INT","Tom","Brown","CD_I1017086"
24,"MCG","Richmond","Geelong Cats",44,"HFFR","Seth","Campbell","CD_I1023275"
24,"MCG","Richmond","Geelong Cats",18,"BPL","Josh","Gibcus","CD_I1017059"
24,"MCG","Richmond","Geelong Cats",2,"R","Jacob","Hopper","CD_I993903"
24,"MCG","Richmond","Geelong Cats",24,"CHF","Taj","Hotton","CD_I1032106"
24,"MCG","Richmond","Geelong Cats",19,"FF","Tom","Lynch","CD_I293813"
24,"MCG","Richmond","Geelong Cats",7,"FPR","Rhyan","Mansell","CD_I1008478"
24,"MCG","Richmond","Geelong Cats",33,"WL","Kamdyn","McIntosh","CD_I294592"
24,"MCG","Richmond","Geelong Cats",12,"BPR","Ben","Miller","CD_I1002403"
24,"MCG","Richmond","Geelong Cats",25,"RK","Toby","Nankervis","CD_I298174"
24,"MCG","Richmond","Geelong Cats",3,"C","Dion","Prestia","CD_I290627"
24,"MCG","Richmond","Geelong Cats",17,"HFFL","Maurice","Rioli","CD_I1009551"
24,"MCG","Richmond","Geelong Cats",5,"INT","Jack","Ross","CD_I1006133"
24,"MCG","Richmond","Geelong Cats",15,"HBFR","Jayden","Short","CD_I992049"
24,"MCG","Richmond","Geelong Cats",40,"INT","Tyler","Sonsie","CD_I1017114"
24,"MCG","Richmond","Geelong Cats",14,"RR","Tim","Taranto","CD_I998172"
24,"MCG","Richmond","Geelong Cats",31,"SUB","Luke","Trainor","CD_I1028521"
24,"MCG","Richmond","Geelong Cats",36,"WR","James","Trezise","CD_I1031829"
24,"MCG","Richmond","Geelong Cats",45,"FB","Tylar","Young","CD_I1018433"
24,"MCG","Richmond","Geelong Cats",30,"RR","Tom","Atkins","CD_I994386"
24,"MCG","Richmond","Geelong Cats",24,"INT","Jed","Bews","CD_I293883"
24,"MCG","Richmond","Geelong Cats",46,"WL","Mark","Blicavs","CD_I296733"
24,"MCG","Richmond","Geelong Cats",12,"HFFR","Jack","Bowes","CD_I998260"
24,"MCG","Richmond","Geelong Cats",5,"FF","Jeremy","Cameron","CD_I293845"
24,"MCG","Richmond","Geelong Cats",45,"HFFL","Brad","Close","CD_I999326"
24,"MCG","Richmond","Geelong Cats",35,"FPL","Patrick","Dangerfield","CD_I270917"
24,"MCG","Richmond","Geelong Cats",16,"FB","Sam","De Koning","CD_I1009229"
24,"MCG","Richmond","Geelong Cats",28,"WR","Oliver","Dempsey","CD_I1025034"
24,"MCG","Richmond","Geelong Cats",39,"HBFL","Zach","Guthrie","CD_I1004870"
24,"MCG","Richmond","Geelong Cats",38,"BPL","Jack","Henry","CD_I1000937"
24,"MCG","Richmond","Geelong Cats",9,"C","Max","Holmes","CD_I1015889"
24,"MCG","Richmond","Geelong Cats",17,"HBFR","Lawson","Humphries","CD_I1013464"
24,"MCG","Richmond","Geelong Cats",10,"SUB","Mitch","Knevitt","CD_I1021103"
24,"MCG","Richmond","Geelong Cats",7,"CHF","Shaun","Mannagh","CD_I993878"
24,"MCG","Richmond","Geelong Cats",19,"INT","Jack","Martin","CD_I296190"
24,"MCG","Richmond","Geelong Cats",32,"INT","Gryan","Miers","CD_I1004938"
24,"MCG","Richmond","Geelong Cats",34,"INT","Oisin","Mullin","CD_I1024982"
24,"MCG","Richmond","Geelong Cats",14,"BPR","Connor","O'Sullivan","CD_I1027877"
24,"MCG","Richmond","Geelong Cats",3,"R","Bailey","Smith","CD_I1006130"
24,"MCG","Richmond","Geelong Cats",1,"RK","Rhys","Stanley","CD_I280317"
24,"MCG","Richmond","Geelong Cats",18,"FPR","Tyson","Stengle","CD_I997230"
24,"MCG","Richmond","Geelong Cats",44,"CHB","Tom","Stewart","CD_I291800"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",3,"HBFR","Liam","Baker","CD_I1000223"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",33,"BPL","Rhett","Bazzo","CD_I1017718"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",41,"FB","Sandy","Brock","CD_I1013315"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",10,"INT","Tyler","Brockman","CD_I1013511"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",18,"WL","Campbell","Chesser","CD_I1017057"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",28,"INT","Tom","Cole","CD_I993820"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",15,"FPR","Jamie","Cripps","CD_I290826"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",38,"HFFR","Hamish","Davis","CD_I1032624"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",43,"SUB","Tyrell","Dewar","CD_I1023142"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",25,"RK","Matt","Flynn","CD_I993902"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",7,"CHB","Reuben","Ginbey","CD_I1023025"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",17,"RR","Jack","Graham","CD_I990827"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",31,"HBFL","Lucca","Grego","CD_I1018992"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",29,"INT","Clay","Hall","CD_I1024188"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",8,"R","Elijah","Hewett","CD_I1020670"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",19,"BPR","Brady","Hough","CD_I1023167"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",11,"C","Tim","Kelly","CD_I295898"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",13,"FPL","Noah","Long","CD_I1023496"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",45,"WR","Tom","McCarthy","CD_I1036124"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",46,"INT","Jacob","Newton","CD_I1022486"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",1,"HFFL","Liam","Ryan","CD_I1004364"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",35,"FF","Jobe","Shanahan","CD_I1031913"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",32,"CHF","Bailey J.","Williams","CD_I1006114"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",26,"SUB","Riley","Bice","CD_I1008224"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",22,"CHB","Nick","Blakey","CD_I1006028"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",39,"FF","Jack","Buller","CD_I1009392"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",16,"HFFR","Braeden","Campbell","CD_I1013133"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",7,"INT","Harry","Cunningham","CD_I291978"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",13,"WL","Oliver","Florent","CD_I998103"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",4,"RK","Brodie","Grundy","CD_I293957"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",21,"WR","Errol","Gulden","CD_I1013128"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",9,"FPL","Will","Hayward","CD_I997100"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",5,"RR","Isaac","Heeney","CD_I298539"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",17,"R","James","Jordon","CD_I1013409"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",44,"HFFL","Jake","Lloyd","CD_I295342"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",30,"BPR","Tom","McCartin","CD_I1008198"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",2,"CHF","Hayden","McLean","CD_I1003203"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",43,"FB","Lewis","Melican","CD_I996743"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",14,"BPL","Callum","Mills","CD_I993905"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",11,"FPR","Tom","Papley","CD_I996765"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",24,"HBFL","Dane","Rampe","CD_I290307"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",8,"INT","James","Rowbottom","CD_I1006126"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",12,"INT","Angus","Sheldrick","CD_I1020339"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",1,"C","Chad","Warner","CD_I1012014"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",37,"INT","Corey","Warner","CD_I1018424"
24,"Optus Stadium","West Coast Eagles","Sydney Swans",15,"HBFR","Sam","Wicks","CD_I1006232"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",21,"CHB","Leek","Aleer","CD_I1008691"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",9,"WR","Ryan","Angwin","CD_I1015777"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",7,"HBFR","Lachie","Ash","CD_I1009253"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",14,"HFFL","Toby","Bedford","CD_I1008139"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",32,"RK","Kieren","Briggs","CD_I1008436"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",46,"FPR","Callum","Brown","CD_I1014038"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",5,"CHF","Aaron","Cadman","CD_I1019038"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",17,"RR","Finn","Callaghan","CD_I1023266"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",3,"C","Stephen","Coniglio","CD_I291969"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",37,"INT","Joe","Fonti","CD_I1032629"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",12,"R","Tom","Green","CD_I1009528"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",4,"FPL","Toby","Greene","CD_I295344"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",35,"INT","Max","Gruzewski","CD_I1027921"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",27,"BPR","Harry","Himmelberg","CD_I993107"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",39,"BPL","Connor","Idun","CD_I1008083"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",2,"HFFR","Darcy","Jones","CD_I1020650"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",33,"INT","Xavier","O'Halloran","CD_I1006135"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",26,"FF","Jake","Riccardi","CD_I1008123"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",24,"INT","Harry","Rowston","CD_I1021122"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",15,"FB","Sam","Taylor","CD_I1005247"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",1,"WL","Harvey","Thomas","CD_I1027925"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",10,"SUB","Jacob","Wehr","CD_I1004530"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",6,"HBFL","Lachie","Whitfield","CD_I294305"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",38,"C","Hugh","Boxshall","CD_I1029148"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",47,"BPR","Anthony","Caminiti","CD_I1023784"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",4,"INT","Lance","Collard","CD_I1017959"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",34,"CHF","Hugo","Garcia","CD_I1027790"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",40,"HFFL","Max","Hall","CD_I1020855"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",1,"FPL","Jack","Higgins","CD_I1002227"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",8,"WR","Bradley","Hill","CD_I295584"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",3,"INT","Zak","Jones","CD_I991988"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",17,"FF","Isaac","Keeler","CD_I1015323"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",6,"SUB","Jack","Macrae","CD_I295467"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",19,"RK","Rowan","Marshall","CD_I992468"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",25,"INT","Mattaes","Phillipou","CD_I1020137"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",43,"FPR","Cooper","Sharman","CD_I1018018"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",35,"HBFR","Jack","Sinclair","CD_I994389"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",9,"RR","Jack","Steele","CD_I296205"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",14,"HBFL","Liam","Stocker","CD_I1008312"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",26,"BPL","Alixzander","Tauru","CD_I1030433"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",5,"INT","Tobie","Travaglia","CD_I1028538"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",7,"CHB","Nasiah","Wanganeen-Milera","CD_I1015507"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",44,"FB","Callum","Wilkie","CD_I296422"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",22,"HFFR","Darcy","Wilson","CD_I1027875"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",2,"R","Marcus","Windhager","CD_I1023270"
24,"ENGIE Stadium","GWS GIANTS","St Kilda",32,"WL","Mason","Wood","CD_I295340"
24,"Marvel Stadium","Western Bulldogs","Fremantle",13,"HFFL","Oskar","Baker","CD_I1008855"
24,"Marvel Stadium","Western Bulldogs","Fremantle",4,"RR","Marcus","Bontempelli","CD_I297373"
24,"Marvel Stadium","Western Bulldogs","Fremantle",29,"BPL","Lachlan","Bramble","CD_I1000864"
24,"Marvel Stadium","Western Bulldogs","Fremantle",5,"HBFL","Jedd","Busslinger","CD_I1023017"
24,"Marvel Stadium","Western Bulldogs","Fremantle",36,"INT","Luke","Cleary","CD_I1015929"
24,"Marvel Stadium","Western Bulldogs","Fremantle",16,"WL","Jordan","Croft","CD_I1013996"
24,"Marvel Stadium","Western Bulldogs","Fremantle",31,"BPR","Bailey","Dale","CD_I996708"
24,"Marvel Stadium","Western Bulldogs","Fremantle",10,"FF","Sam","Darcy","CD_I1017126"
24,"Marvel Stadium","Western Bulldogs","Fremantle",42,"INT","Sam","Davidson","CD_I1036123"
24,"Marvel Stadium","Western Bulldogs","Fremantle",44,"RK","Tim","English","CD_I1004592"
24,"Marvel Stadium","Western Bulldogs","Fremantle",27,"INT","Joel","Freijah","CD_I1027704"
24,"Marvel Stadium","Western Bulldogs","Fremantle",38,"FPL","Riley","Garcia","CD_I1006533"
24,"Marvel Stadium","Western Bulldogs","Fremantle",39,"HBFR","Jason","Johannisen","CD_I294101"
24,"Marvel Stadium","Western Bulldogs","Fremantle",32,"SUB","Arthur","Jones","CD_I1020586"
24,"Marvel Stadium","Western Bulldogs","Fremantle",8,"HFFR","Matthew","Kennedy","CD_I1001398"
24,"Marvel Stadium","Western Bulldogs","Fremantle",21,"R","Tom","Liberatore","CD_I290799"
24,"Marvel Stadium","Western Bulldogs","Fremantle",7,"CHB","Rory","Lobb","CD_I990740"
24,"Marvel Stadium","Western Bulldogs","Fremantle",30,"INT","Lachlan","McNeil","CD_I1009015"
24,"Marvel Stadium","Western Bulldogs","Fremantle",33,"CHF","Aaron","Naughton","CD_I1002404"
24,"Marvel Stadium","Western Bulldogs","Fremantle",18,"FB","James","O'Donnell","CD_I1032966"
24,"Marvel Stadium","Western Bulldogs","Fremantle",20,"C","Ed","Richards","CD_I1008280"
24,"Marvel Stadium","Western Bulldogs","Fremantle",14,"FPR","Rhylee","West","CD_I1006127"
24,"Marvel Stadium","Western Bulldogs","Fremantle",34,"WR","Bailey","Williams","CD_I992351"
24,"Marvel Stadium","Western Bulldogs","Fremantle",24,"FPL","Jye","Amiss","CD_I1020594"
24,"Marvel Stadium","Western Bulldogs","Fremantle",41,"INT","Bailey","Banfield","CD_I998180"
24,"Marvel Stadium","Western Bulldogs","Fremantle",15,"C","Shai","Bolton","CD_I993993"
24,"Marvel Stadium","Western Bulldogs","Fremantle",8,"R","Andrew","Brayshaw","CD_I1002232"
24,"Marvel Stadium","Western Bulldogs","Fremantle",5,"HBFL","Heath","Chapman","CD_I1013224"
24,"Marvel Stadium","Western Bulldogs","Fremantle",6,"HBFR","Jordan","Clark","CD_I1006152"
24,"Marvel Stadium","Western Bulldogs","Fremantle",36,"FB","Brennan","Cox","CD_I997033"
24,"Marvel Stadium","Western Bulldogs","Fremantle",4,"INT","Sean","Darcy","CD_I998145"
24,"Marvel Stadium","Western Bulldogs","Fremantle",28,"INT","Neil","Erasmus","CD_I1020250"
24,"Marvel Stadium","Western Bulldogs","Fremantle",32,"FPR","Michael","Frederick","CD_I999321"
24,"Marvel Stadium","Western Bulldogs","Fremantle",7,"SUB","Nat","Fyfe","CD_I291570"
24,"Marvel Stadium","Western Bulldogs","Fremantle",9,"RK","Luke","Jackson","CD_I1009399"
24,"Marvel Stadium","Western Bulldogs","Fremantle",2,"WL","Jaeger","O'Meara","CD_I294613"
24,"Marvel Stadium","Western Bulldogs","Fremantle",25,"BPR","Alex","Pearce","CD_I298409"
24,"Marvel Stadium","Western Bulldogs","Fremantle",16,"HFFR","Murphy","Reid","CD_I1028513"
24,"Marvel Stadium","Western Bulldogs","Fremantle",13,"BPL","Luke","Ryan","CD_I998659"
24,"Marvel Stadium","Western Bulldogs","Fremantle",3,"RR","Caleb","Serong","CD_I1009420"
24,"Marvel Stadium","Western Bulldogs","Fremantle",39,"HFFL","Sam","Switkowski","CD_I992059"
24,"Marvel Stadium","Western Bulldogs","Fremantle",35,"FF","Josh","Treacy","CD_I1012819"
24,"Marvel Stadium","Western Bulldogs","Fremantle",20,"CHF","Patrick","Voss","CD_I1017754"
24,"Marvel Stadium","Western Bulldogs","Fremantle",34,"WR","Corey","Wagner","CD_I993940"
24,"Marvel Stadium","Western Bulldogs","Fremantle",23,"CHB","Karl","Worner","CD_I1021015"
24,"Marvel Stadium","Western Bulldogs","Fremantle",26,"INT","Hayden","Young","CD_I1009256"
24,"Gabba","Brisbane Lions","Hawthorn",4,"HFFR","Callum","Ah Chee","CD_I298437"
24,"Gabba","Brisbane Lions","Hawthorn",31,"CHB","Harris","Andrews","CD_I996059"
24,"Gabba","Brisbane Lions","Hawthorn",10,"INT","Levi","Ashcroft","CD_I1028560"
24,"Gabba","Brisbane Lions","Hawthorn",8,"R","Will","Ashcroft","CD_I1023517"
24,"Gabba","Brisbane Lions","Hawthorn",33,"WL","Zac","Bailey","CD_I1002312"
24,"Gabba","Brisbane Lions","Hawthorn",23,"HFFL","Charlie","Cameron","CD_I990609"
24,"Gabba","Brisbane Lions","Hawthorn",14,"CHF","Sam","Day","CD_I291753"
24,"Gabba","Brisbane Lions","Hawthorn",5,"RR","Josh","Dunkley","CD_I993834"
24,"Gabba","Brisbane Lions","Hawthorn",3,"INT","Jaspa","Fletcher","CD_I1023708"
24,"Gabba","Brisbane Lions","Hawthorn",32,"RK","Darcy","Fort","CD_I298211"
24,"Gabba","Brisbane Lions","Hawthorn",22,"INT","Ty","Gallop","CD_I1034411"
24,"Gabba","Brisbane Lions","Hawthorn",27,"FB","Darcy","Gardiner","CD_I296269"
24,"Gabba","Brisbane Lions","Hawthorn",35,"BPR","Ryan","Lester","CD_I291548"
24,"Gabba","Brisbane Lions","Hawthorn",1,"FPR","Kai","Lohmann","CD_I1014026"
24,"Gabba","Brisbane Lions","Hawthorn",20,"INT","Sam","Marshall","CD_I1028520"
24,"Gabba","Brisbane Lions","Hawthorn",6,"C","Hugh","McCluggage","CD_I1000978"
24,"Gabba","Brisbane Lions","Hawthorn",13,"FF","Logan","Morris","CD_I1028019"
24,"Gabba","Brisbane Lions","Hawthorn",16,"FPL","Cam","Rayner","CD_I1002235"
24,"Gabba","Brisbane Lions","Hawthorn",38,"WR","Bruce","Reville","CD_I1009317"
24,"Gabba","Brisbane Lions","Hawthorn",37,"HBFR","Brandon","Starcevich","CD_I1002401"
24,"Gabba","Brisbane Lions","Hawthorn",29,"SUB","James","Tunstill","CD_I1021108"
24,"Gabba","Brisbane Lions","Hawthorn",44,"HBFL","Darcy","Wilmot","CD_I1017067"
24,"Gabba","Brisbane Lions","Hawthorn",15,"BPL","Dayne","Zorko","CD_I261224"
24,"Gabba","Brisbane Lions","Hawthorn",10,"WL","Karl","Amon","CD_I297354"
24,"Gabba","Brisbane Lions","Hawthorn",37,"FB","Tom","Barrass","CD_I990290"
24,"Gabba","Brisbane Lions","Hawthorn",24,"BPL","Josh","Battle","CD_I998134"
24,"Gabba","Brisbane Lions","Hawthorn",22,"SUB","Luke","Breust","CD_I280744"
24,"Gabba","Brisbane Lions","Hawthorn",18,"CHF","Mabior","Chol","CD_I994077"
24,"Gabba","Brisbane Lions","Hawthorn",16,"HFFL","Massimo","D'Ambrosio","CD_I1005144"
24,"Gabba","Brisbane Lions","Hawthorn",35,"INT","Calsher","Dear","CD_I1032100"
24,"Gabba","Brisbane Lions","Hawthorn",33,"FPR","Jack","Ginnivan","CD_I1012857"
24,"Gabba","Brisbane Lions","Hawthorn",19,"FPL","Jack","Gunston","CD_I291351"
24,"Gabba","Brisbane Lions","Hawthorn",15,"BPR","Blake","Hardwick","CD_I993794"
24,"Gabba","Brisbane Lions","Hawthorn",4,"HBFL","Jarman","Impey","CD_I296254"
24,"Gabba","Brisbane Lions","Hawthorn",9,"HBFR","Changkuoth","Jiath","CD_I998390"
24,"Gabba","Brisbane Lions","Hawthorn",2,"FF","Mitch","Lewis","CD_I1000887"
24,"Gabba","Brisbane Lions","Hawthorn",31,"INT","Connor","Macdonald","CD_I1017094"
24,"Gabba","Brisbane Lions","Hawthorn",17,"RK","Lloyd","Meek","CD_I1000980"
24,"Gabba","Brisbane Lions","Hawthorn",13,"WR","Dylan","Moore","CD_I1006314"
24,"Gabba","Brisbane Lions","Hawthorn",11,"INT","Conor","Nash","CD_I1007124"
24,"Gabba","Brisbane Lions","Hawthorn",3,"RR","Jai","Newcombe","CD_I1020895"
24,"Gabba","Brisbane Lions","Hawthorn",14,"INT","Jack","Scrimshaw","CD_I998114"
24,"Gabba","Brisbane Lions","Hawthorn",6,"CHB","James","Sicily","CD_I297566"
24,"Gabba","Brisbane Lions","Hawthorn",25,"R","Josh","Ward","CD_I1017110"
24,"Gabba","Brisbane Lions","Hawthorn",34,"HFFR","Nick","Watson","CD_I1023473"
24,"Gabba","Brisbane Lions","Hawthorn",5,"C","James","Worpel","CD_I1002222"
24,"People First Stadium","Gold Coast SUNS","Essendon",9,"CHF","Ben","Ainsworth","CD_I998130"
24,"People First Stadium","Gold Coast SUNS","Essendon",15,"R","Noah","Anderson","CD_I1009199"
24,"People First Stadium","Gold Coast SUNS","Essendon",1,"CHB","Mac","Andrew","CD_I1017396"
24,"People First Stadium","Gold Coast SUNS","Essendon",35,"INT","Connor","Budarick","CD_I1008454"
24,"People First Stadium","Gold Coast SUNS","Essendon",25,"BPR","Sam","Collins","CD_I295446"
24,"People First Stadium","Gold Coast SUNS","Essendon",5,"RR","Alex","Davies","CD_I1013268"
24,"People First Stadium","Gold Coast SUNS","Essendon",50,"FF","Jy","Farrar","CD_I999715"
24,"People First Stadium","Gold Coast SUNS","Essendon",8,"WR","Brayden","Fiorini","CD_I993799"
24,"People First Stadium","Gold Coast SUNS","Essendon",3,"INT","Sam","Flanders","CD_I1009260"
24,"People First Stadium","Gold Coast SUNS","Essendon",19,"HFFR","Bailey","Humphrey","CD_I1023500"
24,"People First Stadium","Gold Coast SUNS","Essendon",40,"INT","Joel","Jeffrey","CD_I1005992"
24,"People First Stadium","Gold Coast SUNS","Essendon",34,"FPR","Ben","King","CD_I1006144"
24,"People First Stadium","Gold Coast SUNS","Essendon",22,"FPL","Ben","Long","CD_I993917"
24,"People First Stadium","Gold Coast SUNS","Essendon",11,"HFFL","Touk","Miller","CD_I298272"
24,"People First Stadium","Gold Coast SUNS","Essendon",2,"HBFL","John","Noble","CD_I1000072"
24,"People First Stadium","Gold Coast SUNS","Essendon",27,"BPL","Wil","Powell","CD_I1007881"
24,"People First Stadium","Gold Coast SUNS","Essendon",20,"INT","Ethan","Read","CD_I1027033"
24,"People First Stadium","Gold Coast SUNS","Essendon",17,"HBFR","Daniel","Rioli","CD_I1000981"
24,"People First Stadium","Gold Coast SUNS","Essendon",29,"SUB","Jake","Rogers","CD_I1018123"
24,"People First Stadium","Gold Coast SUNS","Essendon",18,"C","Matt","Rowell","CD_I1009208"
24,"People First Stadium","Gold Coast SUNS","Essendon",32,"FB","Bodhi","Uwland","CD_I1017665"
24,"People First Stadium","Gold Coast SUNS","Essendon",14,"WL","Lachie","Weller","CD_I298524"
24,"People First Stadium","Gold Coast SUNS","Essendon",28,"RK","Jarrod","Witts","CD_I291975"
24,"People First Stadium","Gold Coast SUNS","Essendon",46,"INT","Lachlan","Blakiston","CD_I1028196"
24,"People First Stadium","Gold Coast SUNS","Essendon",36,"HFFL","Angus","Clarke","CD_I1027284"
24,"People First Stadium","Gold Coast SUNS","Essendon",22,"HFFR","Sam","Durham","CD_I1015810"
24,"People First Stadium","Gold Coast SUNS","Essendon",28,"WL","Xavier","Duursma","CD_I1006096"
24,"People First Stadium","Gold Coast SUNS","Essendon",41,"FF","Saad","El-Hawli","CD_I1015919"
24,"People First Stadium","Gold Coast SUNS","Essendon",17,"RK","Todd","Goldstein","CD_I271129"
24,"People First Stadium","Gold Coast SUNS","Essendon",35,"INT","Matt","Guelfi","CD_I996232"
24,"People First Stadium","Gold Coast SUNS","Essendon",10,"FPR","Isaac","Kako","CD_I1028554"
24,"People First Stadium","Gold Coast SUNS","Essendon",4,"FPL","Kyle","Langford","CD_I298630"
24,"People First Stadium","Gold Coast SUNS","Essendon",15,"FB","Jayden","Laverde","CD_I298280"
24,"People First Stadium","Gold Coast SUNS","Essendon",34,"WR","Luamon","Lual","CD_I1027706"
24,"People First Stadium","Gold Coast SUNS","Essendon",1,"BPL","Andrew","McGrath","CD_I998102"
24,"People First Stadium","Gold Coast SUNS","Essendon",48,"INT","Liam","McMahon","CD_I1012842"
24,"People First Stadium","Gold Coast SUNS","Essendon",29,"RR","Jye","Menzie","CD_I1013201"
24,"People First Stadium","Gold Coast SUNS","Essendon",7,"C","Zach","Merrett","CD_I992016"
24,"People First Stadium","Gold Coast SUNS","Essendon",42,"BPR","Jayden","Nguyen","CD_I1018987"
24,"People First Stadium","Gold Coast SUNS","Essendon",16,"INT","Archie","Perkins","CD_I1015873"
